w 1fc12348 3478d4f0
w 1fc12344 47720f7b
w 1fc12340 21b02532
w 1fc1233c a6ec6fb4
w 1fc12338 177589cb
w 1fc12334 f6fcfb04
w 1fc12330 83f11b2c
w 1fc1232c ecad13b2
w 1fc12328 d090e9f5
w 1fc12324 e664f4c
w 1fc12310 7e023d1d
w 1fc122f0 d6428e2f
w 1fc122f8 36f85b4c
w 1fc122f4 8a19580d
w 1fc122ec 13b5db22
r 1fc016c0 0
w 1fc122d8 11f55d00
r 1fc122d8 11f55d00
r 1fc016c0 0
w 1fc122d8 8106c861
r 1fc122d8 8106c861
r 1fc016c0 0
w 1fc122d8 986bfece
r 1fc122d8 986bfece
r 1fc016c0 0
w 1fc122d8 bba878c
r 1fc122d8 bba878c
r 1fc016c4 0
w 1fc122d8 2ed13945
r 1fc122d8 2ed13945
r 1fc016c4 0
w 1fc122d8 8f151ba5
r 1fc122d8 8f151ba5
r 1fc016c4 0
w 1fc122d8 4ab09892
r 1fc122d8 4ab09892
r 1fc016c4 0
w 1fc122d8 1c006194
r 1fc122d8 1c006194
r 1fc016c8 0
w 1fc122d8 50e0452f
r 1fc122d8 50e0452f
r 1fc016c8 0
w 1fc122d8 766cd742
r 1fc122d8 766cd742
r 1fc016c8 0
w 1fc122d8 2900b166
r 1fc122d8 2900b166
r 1fc016c8 0
w 1fc122d8 3f282d0c
r 1fc122d8 3f282d0c
r 1fc016cc 0
w 1fc122d8 35e248a6
r 1fc122d8 35e248a6
r 1fc016cc 0
w 1fc122d8 4df7d810
r 1fc122d8 4df7d810
r 1fc016cc 0
w 1fc122d8 28cfb3f
r 1fc122d8 28cfb3f
r 1fc016cc 0
w 1fc122d8 d2e51e1c
r 1fc122d8 d2e51e1c
r 1fc016d0 0
w 1fc122d8 9f728086
r 1fc122d8 9f728086
r 1fc016d0 0
w 1fc122d8 c2b26615
r 1fc122d8 c2b26615
r 1fc016d0 0
w 1fc122d8 a1bbd0cc
r 1fc122d8 a1bbd0cc
r 1fc016d0 0
w 1fc122d8 c165dcda
r 1fc122d8 c165dcda
r 1fc016d4 0
w 1fc122d8 2fb4d955
r 1fc122d8 2fb4d955
r 1fc016d4 0
w 1fc122d8 7864d825
r 1fc122d8 7864d825
r 1fc016d4 0
w 1fc122d8 4569bab4
r 1fc122d8 4569bab4
r 1fc016d4 0
w 1fc122d8 67c5d9bb
r 1fc122d8 67c5d9bb
r 1fc016d8 0
w 1fc122d8 40e8563c
r 1fc122d8 40e8563c
r 1fc016d8 0
r 1fc122f8 36f85b4c
r 1fc122f4 8a19580d
r 1fc122f0 d6428e2f
r 1fc122ec 13b5db22
w 1fc122f8 5701bb4
r 1fc122f8 5701bb4
w 1fc122f8 a554fde0
r 1fc122f8 a554fde0
r 1fc12310 7e023d1d
w 1fc12310 63ad4952
w 1fc1230c 374b1a63
w 1fc12308 7f70095e
w 1fc12304 cea389db
w 1fc12300 878634b0
w 1fc122fc 1684e0ce
w 1fc122f8 d61eaa42
w 1fc122f4 e36caf02
w 1fc122f0 5ddffef5
w 1fc122ec c5761ed9
r 1fc02108 0
r 1fc0210c 0
r 1fc02110 0
r 1fc02114 0
w 1fc121fc afced8d1
w 1fc12200 8605b3e9
w 1fc12204 2c95c5bf
w 1fc12208 1b59616e
r 1fc02118 0
r 1fc0211c 0
r 1fc02120 0
r 1fc02124 0
w 1fc1220c f1cd67fc
w 1fc12210 b90c4059
w 1fc12214 d5c1671e
w 1fc12218 ba5cca17
r 1fc02128 0
r 1fc0212c 0
r 1fc02130 0
r 1fc02134 0
w 1fc1221c 2dcbd8bd
w 1fc12220 1e43dc99
w 1fc12224 607927ea
w 1fc12228 513e3279
r 1fc02138 0
r 1fc0213c 0
r 1fc02140 0
r 1fc02144 0
w 1fc1222c 2246b1ed
w 1fc12230 dd85da46
w 1fc12234 32bd4f9a
w 1fc12238 4c0bc623
r 1fc02148 0
r 1fc0214c 0
r 1fc02150 0
r 1fc02154 0
w 1fc1223c 388ddf0d
w 1fc12240 ef9ec2
w 1fc12244 42a9c84f
w 1fc12248 a88208e9
r 1fc02158 0
r 1fc0215c 0
r 1fc02160 0
r 1fc02164 0
w 1fc1224c b3a425b1
w 1fc12250 77c5714e
w 1fc12254 c8ce1b0e
w 1fc12258 5b61b2a9
r 1fc02168 0
r 1fc0216c 0
r 1fc02170 0
r 1fc02174 0
w 1fc1225c 22ae1e24
w 1fc12260 10fc3536
w 1fc12264 1478ba66
w 1fc12268 e18272aa
r 1fc02178 0
r 1fc0217c 0
r 1fc02180 0
r 1fc02184 0
w 1fc1226c 549b99df
w 1fc12270 c0f33ae4
w 1fc12274 fa011309
w 1fc12278 b1eebd29
r 1fc02188 0
r 1fc0218c 0
r 1fc02190 0
r 1fc02194 0
w 1fc1227c 852f0017
w 1fc12280 f6a80824
w 1fc12284 bdb8f5f1
w 1fc12288 aa7c393e
r 1fc02198 0
r 1fc0219c 0
r 1fc021a0 0
r 1fc021a4 0
w 1fc1228c 78ef19e7
w 1fc12290 30385983
w 1fc12294 35fcdf2d
w 1fc12298 a65d0a19
r 1fc021a8 0
r 1fc021ac 0
