w 32c e0dfe2f2
w 260 68e1d050
r 13c 0
r 130 0
w 26c e2307ce7
i 60 0
w 2c8 593c3d63
r 4c 0
r 1d0 0
w 3b4 3b48c44
w 12c b297c08d
r 114 0
r 3ec 0
r 198 0
w bc 7d1e5702
r 214 0
w a8 a326a764
w 1b4 abf1d3a4
w f8 4731fb25
r 104 0
w 370 1bcab7e4
w 12c 96c2be9f
r 10c 0
r 68 0
w 1b8 e81c77bc
r 160 0
w 378 2e9d4bc0
r 304 0
w 278 2d2e0b1d
w 3c8 5973cbd5
w 210 908f3e2a
w 304 893bc8aa
w 74 c05ec722
w 2cc 344b6529
w 1f0 9c176dc7
r 2bc 0
w ec b1da4735
r 208 0
r 3f8 0
r 338 0
w 1f4 5c31209c
r 120 0
i 284 0
r 328 0
w 30 824c29fd
w a8 cb33cecd
i 168 0
w 320 62be67e1
w 2cc 4d241180
r 28c 0
r 238 0
i 16c 0
r 24 0
w 1a8 18ad922e
r 304 893bc8aa
w 7c 92bfd4a5
w 38 82791aac
w 238 d6189933
r 48 0
w 2f4 2306a8ff
r 100 0
w 170 ed0d9a76
r 2f8 0
w bc 6001ee9d
w 7c 4dcde77b
w 39c fd327830
w 2a8 52a9afea
r 274 0
w 368 96e05e08
r 3c4 0
w 20 3ae2eac4
w 1e0 cf9ab2ca
w a8 a9c923ca
w 54 3d5c0a2e
w 10c ade7e804
r 1d8 0
w 374 27f2243d
r fc 0
r 9c 0
r 14 0
r 1b8 e81c77bc
r 260 68e1d050
w 254 481c1dae
r 1dc 0
w 250 394d98ac
w 1a4 44f6a2c0
r 124 0
r e0 0
r 50 0
w 374 84f3d94a
i 3e4 0
w 39c 9424dee7
r 3c8 5973cbd5
w 31c 87179f6c
r 8c 0
r 3bc 0
r 2a4 0
w 0 2b0ea5ad
w b4 b6989c1d
w 3a4 4588c166
w 2bc a8cab15d
r 3e0 0
r 370 1bcab7e4
w 1cc 745750ea
w 11c 4be2d80a
r 1c 0
r 12c 96c2be9f
r 3bc 0
r 24 0
r 8 0
w 2f8 28c422cd
r b0 0
r 190 0
r 17c 0
r 6c 0
r 3fc 0
r 260 68e1d050
i 3a4 0
i 154 0
r 24c 0
w 2fc 5de84273
r d0 0
w 1e0 dd76731
w 168 b1cfcfcb
r 1cc 745750ea
r 3fc 0
r 68 0
r 368 96e05e08
r 34c 0
r ac 0
w 158 93bd3ad3
w 35c aed9e04f
r 24c 0
r 334 0
r 394 0
w d0 856d2a71
i 5c 0
r 3e0 0
i 378 0
r 5c 0
i 360 0
r 14c 0
w ec 23b3c1de
i 12c 0
i 3c4 0
r 1f4 5c31209c
r a8 a9c923ca
r 3f8 0
i 214 0
r 358 0
w 2f8 b4515da1
w 38 27550835
w 19c 5ccafb11
r 1d4 0
w d4 79fbb3f9
r 94 0
i 290 0
i 24 0
w 2ac c195a7d1
r 348 0
w 338 e27b941a
r 13c 0
r 3d4 0
w 5c c65dadc6
r 30c 0
i 3b0 0
w 8 545944c5
r 188 0
w 16c e2ebb0fd
r 194 0
w 1a0 b40929fb
r 30 824c29fd
r 3fc 0
w a4 f48360fe
r 1ec 0
r 260 68e1d050
r 194 0
w 2dc 9dc8921a
r 2ec 0
i 210 0
w c 8e1783dd
r 2c4 0
w 120 e4f1832c
r 130 0
w 34c d780f7b4
r 54 3d5c0a2e
r 310 0
r 8 545944c5
w 124 6f3b65ae
w 5c 51b5f0f1
r 278 2d2e0b1d
w 344 b6320a56
r 204 0
w 2c0 9a81135b
r 3d0 0
w 1ec 7d32a28
w 334 468ac012
w bc aea39480
r 2e4 0
r 1d8 0
w 2c f2f64afa
w 17c 55dee0a9
r 1e4 0
r d4 79fbb3f9
w 294 d736b1d1
w 3a8 82461274
w 74 bc5f1174
r 88 0
r 2b4 0
w 22c d7c4b843
w e4 e80e9722
w 9c 4cac7ec
r e0 0
r 3cc 0
w 58 120723e1
w 254 8c9d33f7
i 270 0
r 1e8 0
r 14 0
r 1d0 0
w 2ec 8238d9cd
r 1c 0
r 1b4 abf1d3a4
r 194 0
r 1a8 18ad922e
r 3e4 0
r 32c e0dfe2f2
w 324 c1b439b0
i 28 0
r 368 96e05e08
r 2bc a8cab15d
i 290 0
r 1c 0
i 2dc 0
r 290 0
r 21c 0
w 274 aaaf8904
w 27c fde789df
i 1e8 0
w 3b8 b0d7c4af
r b0 0
r 344 b6320a56
r 22c d7c4b843
r 128 0
r 80 0
i 54 0
r 158 93bd3ad3
r 11c 4be2d80a
r 1c0 0
r 19c 5ccafb11
w 3fc c79d04f6
r 94 0
w 294 9d0c9125
w 2e0 1fb27dc6
r e8 0
r 3a4 4588c166
i 300 0
w b0 b3eab4ec
w 224 ef9267a2
w 54 6220a4c9
r 34 0
r 248 0
i 2f8 0
r 234 0
r 4 0
w 250 622d15a2
r 22c d7c4b843
r 150 0
w 214 5a903955
r 38c 0
w 2e0 3522d635
r 104 0
r 32c e0dfe2f2
w 288 bb97e4bf
i 280 0
w 364 a39a25ec
w 114 247b4bf4
r 184 0
r 35c aed9e04f
w 1a8 eb250983
w 39c dfa2adcb
r 4 0
r 17c 55dee0a9
r 114 247b4bf4
r 100 0
i 60 0
r 5c 51b5f0f1
r 240 0
w 2c4 aebab8d
r 78 0
r 1dc 0
r 2a8 52a9afea
r 2b8 0
w 3e4 8cfc223f
w 360 a02a2c77
i 390 0
w 1ec 46981389
r 180 0
r 210 908f3e2a
r 334 468ac012
r 58 120723e1
w 2a8 8bf9a863
r 198 0
w 104 f466c25a
r 130 0
r 238 d6189933
i 34c 0
r 3f4 0
r 158 93bd3ad3
r 144 0
w d8 a3ffb0ab
r 290 0
r 21c 0
w 15c 7b00422d
w 3f0 e18c6792
r 30 824c29fd
w 1cc 88d9c75
w 360 75737191
r d8 a3ffb0ab
r 80 0
w 38c 12b09fed
w 1f0 a9a6ba1a
r 28 0
w 358 50595f0d
w 298 fe826abe
r 1c0 0
w 190 45bc5bb1
r 2e4 0
w 3cc e55a721b
r 3e8 0
r 174 0
r 260 68e1d050
r 298 fe826abe
w 18 da1cc404
i 3d4 0
r 188 0
r 170 ed0d9a76
w 204 b0b6201c
w d0 41974b7b
r d0 41974b7b
w 160 abe29f9a
r 90 0
r 184 0
r 1ec 46981389
i 3d4 0
r 50 0
w 378 45212827
r 20c 0
w 148 3f894b1d
w bc ec2a1142
w 368 83cc6240
r 1b0 0
r 318 0
w c0 4758cc7f
w 3ac 950128a8
r 22c d7c4b843
r 1c0 0
r 2a4 0
r 3d0 0
r 19c 5ccafb11
w 8 27ba4ff3
r 88 0
r 368 83cc6240
w 124 4c579ffe
w 3b4 bfd8d64c
r 314 0
w 2c b45dff0
i 168 0
r 3e0 0
r 34 0
w 12c b75f85b4
r 14c 0
r 29c 0
i 3e8 0
w 24c 1741722a
i 3b4 0
r 14 0
w 1ec 468a8c31
r 8c 0
r 3f8 0
r 2dc 9dc8921a
r 39c dfa2adcb
i d0 0
w 2d0 7ab971ec
r 3e0 0
w 1dc 687a8710
w 230 5efea296
w 23c ca92a68a
w 17c fdbe7284
i 100 0
i 2ec 0
r 3f4 0
w 23c 6fa25146
w 3c 7efb2426
r 3e8 0
r 1e8 0
r 2e4 0
r 338 e27b941a
r 4 0
r c4 0
r 1fc 0
w 2f4 d488988b
w 24 4a5dd11d
